Band,MJD,Flux,Error,Telescope
HX,58461.8646,0.785371,0.059929,XRT
SX,58461.8646,0.403484,0.043023,XRT
W2,58461.86465,3.3650356,0.05473212,UVOT
V,58461.86594,1.00709846,0.03220938,UVOT
M2,58461.86702,2.940501,0.059961875,UVOT
W1,58462.79267,2.6145417,0.05176007,UVOT
U,58462.79349,1.915661,0.04387332,UVOT
B,58462.79407,1.2096639,0.029092022,UVOT
HX,58462.79522,0.656515,0.050365,XRT
SX,58462.79522,0.407043,0.03974,XRT
W2,58462.79543,3.3367684,0.05376893,UVOT
V,58462.79677,0.9790137,0.031031584,UVOT
M2,58462.79772,2.945329,0.06504558,UVOT
W1,58463.85305,2.5243606,0.04567521,UVOT
U,58463.85412,1.9134285,0.039557254,UVOT
B,58463.85485,1.16476144,0.025260307,UVOT
HX,58463.85658,0.608707,0.046367,XRT
SX,58463.85658,0.441877,0.039457,XRT
W2,58463.85662,3.4045385,0.050104635,UVOT
V,58463.85838,0.964317,0.02735229,UVOT
M2,58463.85982,2.8982344,0.05365789,UVOT
W1,58464.12074,2.5995692,0.05432023,UVOT
U,58464.12148,1.9072302,0.04583893,UVOT
B,58464.12199,1.1040004,0.028629616,UVOT
HX,58464.12283,0.836341,0.08906,XRT
SX,58464.12283,0.425642,0.063539,XRT
W2,58464.12321,3.297121,0.055558723,UVOT
V,58464.12441,0.95054105,0.03214618,UVOT
M2,58464.12507,2.9722288,0.08165196,UVOT
W1,58465.25322,2.5171038,0.0497395,UVOT
U,58465.25408,1.9315705,0.043450948,UVOT
B,58465.25467,1.153944,0.027574025,UVOT
HX,58465.2557,0.701255,0.051733,XRT
SX,58465.2557,0.377546,0.037971,XRT
W2,58465.25609,3.3033563,0.05263364,UVOT
V,58465.25749,0.930424,0.029506483,UVOT
M2,58465.2583,2.848393,0.071521816,UVOT
W1,58466.51461,2.4711088,0.04756754,UVOT
U,58466.51554,1.9132082,0.041786361,UVOT
B,58466.51618,1.1187824,0.026047955,UVOT
HX,58466.51761,0.797541,0.085704,XRT
SX,58466.51761,0.424384,0.062678,XRT
W2,58466.51771,3.2713598,0.050986174,UVOT
V,58466.51922,0.941875,0.028735852,UVOT
M2,58466.52043,2.8185006,0.056583326,UVOT
W1,58467.11359,2.5539304,0.05150152,UVOT
U,58467.11439,1.9322282,0.044959784,UVOT
B,58467.11494,1.1242866,0.028074108,UVOT
HX,58467.1161,0.590555,0.088111,XRT
SX,58467.1161,0.448851,0.07702,XRT
W2,58467.11626,3.238535,0.053013955,UVOT
V,58467.11756,0.9498035,0.030998476,UVOT
M2,58467.11853,2.8363403,0.062415497,UVOT
W1,58468.04275,2.6324507,0.053585475,UVOT
U,58468.04351,1.923285,0.045642455,UVOT
B,58468.04403,1.1827636,0.029736952,UVOT
HX,58468.04528,0.45221,0.044672,XRT
SX,58468.04528,0.298603,0.036238,XRT
W2,58468.04529,3.2513116,0.053940615,UVOT
V,58468.04654,0.98603,0.032375222,UVOT
M2,58468.04759,2.8541483,0.05925121,UVOT
W1,58469.77395,2.5601713,0.052104697,UVOT
U,58469.77473,1.956412,0.04589463,UVOT
B,58469.77527,1.1239615,0.028355121,UVOT
HX,58469.77616,0.58275,0.06623,XRT
SX,58469.77616,0.291074,0.046959,XRT
W2,58469.77656,3.303935,0.054247743,UVOT
V,58469.77784,0.9775453,0.031945223,UVOT
M2,58469.77852,2.841955,0.077817954,UVOT
W1,58470.10436,2.5952375,0.052462664,UVOT
U,58470.10515,1.8186782,0.042770738,UVOT
B,58470.1057,1.1563919,0.028727384,UVOT
HX,58470.10696,0.559241,0.082064,XRT
SX,58470.10696,0.307966,0.060962,XRT
W2,58470.10701,3.2612574,0.053709946,UVOT
V,58470.1083,0.957698,0.031314557,UVOT
M2,58470.10939,2.828724,0.05869158,UVOT
W1,58471.03189,2.5589048,0.05099198,UVOT
U,58471.03272,1.904381,0.043691256,UVOT
B,58471.03329,1.1505857,0.028042426,UVOT
HX,58471.03462,0.725213,0.078388,XRT
SX,58471.03462,0.50787,0.065469,XRT
W2,58471.03465,3.317988,0.053627196,UVOT
V,58471.036,0.9001362,0.029500387,UVOT
M2,58471.03713,2.9138377,0.05883972,UVOT
W1,58472.95497,2.6142649,0.05228085,UVOT
U,58472.95578,1.8559556,0.043133324,UVOT
B,58472.95635,1.1876615,0.029035024,UVOT
HX,58472.95763,0.836908,0.054595,XRT
SX,58472.95763,0.374573,0.036588,XRT
W2,58472.95768,3.4359634,0.055380036,UVOT
V,58472.95902,1.0044936,0.031943243,UVOT
M2,58472.9601,3.023583,0.06199339,UVOT
W1,58473.56065,2.5741902,0.04791374,UVOT
U,58473.56162,1.8756474,0.040465403,UVOT
B,58473.56228,1.1204859,0.025669347,UVOT
HX,58473.56387,0.818962,0.075606,XRT
SX,58473.56387,0.41404,0.053828,XRT
W2,58473.56389,3.408896,0.05164341,UVOT
V,58473.56548,0.9570977,0.028535108,UVOT
M2,58473.56682,3.0164754,0.056399594,UVOT
W1,58474.82649,2.5638034,0.051067246,UVOT
U,58474.82732,1.8527262,0.042662037,UVOT
B,58474.82789,1.2022456,0.028989565,UVOT
HX,58474.82915,0.948395,0.05953,XRT
SX,58474.82915,0.423001,0.039816,XRT
W2,58474.82927,3.6566473,0.05757298,UVOT
V,58474.83062,0.957494,0.030662362,UVOT
M2,58474.83166,3.1965993,0.06549496,UVOT
W1,58475.07782,2.6432774,0.054728143,UVOT
U,58475.07857,1.9400665,0.04654422,UVOT
B,58475.07909,1.1676317,0.029891179,UVOT
HX,58475.08018,0.987275,0.063468,XRT
SX,58475.08018,0.559721,0.047856,XRT
W2,58475.08031,3.4621703,0.05756889,UVOT
V,58475.08151,1.0000927,0.033245524,UVOT
M2,58475.08244,2.9022866,0.06442731,UVOT
W1,58476.34647,2.770378,0.054224037,UVOT
U,58476.34729,1.9640304,0.04483256,UVOT
B,58476.34787,1.1441785,0.027937288,UVOT
HX,58476.3492,0.842573,0.053723,XRT
SX,58476.3492,0.451651,0.039305,XRT
W2,58476.34922,3.6788128,0.057930277,UVOT
V,58476.35057,1.0263012,0.032006048,UVOT
M2,58476.3517,3.186805,0.06244813,UVOT
W1,58477.61121,2.873799,0.05329648,UVOT
U,58477.61214,1.8758878,0.04137019,UVOT
B,58477.61277,1.2272153,0.028160068,UVOT
HX,58477.61419,0.859951,0.052872,XRT
SX,58477.61419,0.450714,0.038327,XRT
W2,58477.61429,3.744929,0.05667562,UVOT
V,58477.61578,1.0455477,0.03094645,UVOT
M2,58477.61697,3.21527,0.062386433,UVOT
W1,58478.73739,2.8334028,0.052709844,UVOT
U,58478.7383,2.0302416,0.04431691,UVOT
B,58478.73894,1.19750486,0.027647793,UVOT
W2,58478.74045,3.785613,0.057058125,UVOT
HX,58478.74046,0.923149,0.066909,XRT
SX,58478.74046,0.508086,0.049703,XRT
V,58478.74197,0.96410374,0.02937868,UVOT
M2,58478.74325,3.336632,0.06144689,UVOT
W1,58480.45457,2.8254436,0.055045966,UVOT
U,58480.45539,2.0005,0.04582027,UVOT
B,58480.45596,1.21968086,0.0297221,UVOT
HX,58480.45706,0.797104,0.054255,XRT
SX,58480.45706,0.380329,0.037571,XRT
W2,58480.45732,3.880162,0.060434133,UVOT
V,58480.45865,1.0342178,0.032252156,UVOT
M2,58480.45957,3.2996985,0.07215089,UVOT
W1,58481.44932,2.759275,0.051994853,UVOT
U,58481.45023,1.94253,0.043041368,UVOT
B,58481.45086,1.1695349,0.027880653,UVOT
HX,58481.45234,0.741574,0.059623,XRT
SX,58481.45234,0.456405,0.046951,XRT
W2,58481.45236,3.861252,0.05817959,UVOT
V,58481.45385,0.97693595,0.029840087,UVOT
M2,58481.4551,3.351883,0.06261358,UVOT
U,58482.24693,1.996449,0.046118615,UVOT
B,58482.2475,1.1827419,0.029775524,UVOT
HX,58482.24867,1.054107,0.09854,XRT
SX,58482.24867,0.426453,0.062868,XRT
W2,58482.24887,3.795665,0.05917029,UVOT
V,58482.25023,1.0356283,0.032691602,UVOT
M2,58482.25119,3.2890672,0.07010125,UVOT
W1,58483.17588,2.848704,0.05750854,UVOT
U,58483.17663,2.1237993,0.050433543,UVOT
B,58483.17716,1.178136,0.030710948,UVOT
HX,58483.17816,0.765093,0.056226,XRT
SX,58483.17816,0.508941,0.04587,XRT
W2,58483.17841,3.9981033,0.063592486,UVOT
V,58483.17964,1.012061,0.033478808,UVOT
M2,58483.18046,3.4647934,0.077824694,UVOT
W1,58484.04336,2.9257243,0.058826094,UVOT
U,58484.04411,2.0755274,0.049389173,UVOT
B,58484.04462,1.2478976,0.031515041,UVOT
HX,58484.0456,0.81631,0.059168,XRT
SX,58484.0456,0.527897,0.047471,XRT
W2,58484.04584,4.091445,0.065260183,UVOT
V,58484.04704,1.0544487,0.034279524,UVOT
M2,58484.04784,3.5640402,0.080480804,UVOT
W1,58485.49935,2.945704,0.05658643,UVOT
U,58485.50018,2.131959,0.04867015,UVOT
B,58485.50075,1.2906582,0.03125293,UVOT
HX,58485.50203,0.807891,0.058632,XRT
SX,58485.50203,0.405221,0.041566,XRT
W2,58485.50212,4.2327924,0.064415797,UVOT
V,58485.50348,1.03629,0.03252809,UVOT
M2,58485.50456,3.5864967,0.070138314,UVOT
W1,58486.30102,3.0767567,0.055436565,UVOT
U,58486.30197,2.1216488,0.04550941,UVOT
B,58486.30263,1.2296813,0.027902372,UVOT
HX,58486.30387,0.751342,0.054854,XRT
SX,58486.30387,0.36838,0.038386,XRT
W2,58486.3042,4.2137534,0.06136978,UVOT
V,58486.30575,1.0488442,0.03049308,UVOT
M2,58486.30675,3.6055302,0.074618817,UVOT
W1,58487.1727,2.9948544,0.05792376,UVOT
U,58487.1735,2.1014655,0.04843494,UVOT
B,58487.17405,1.2474536,0.030391007,UVOT
HX,58487.17516,0.872519,0.093992,XRT
SX,58487.17516,0.415788,0.064915,XRT
W2,58487.17537,4.1830898,0.06445193,UVOT
V,58487.17667,1.0336238,0.03277324,UVOT
M2,58487.1776,3.748383,0.077423475,UVOT
W1,58488.57166,2.9467727,0.055441033,UVOT
U,58488.57254,2.1857455,0.04813974,UVOT
B,58488.57314,1.258755,0.029252622,UVOT
HX,58488.57393,0.957889,0.063112,XRT
SX,58488.57393,0.477573,0.044556,XRT
W2,58488.57459,4.1200187,0.06198858,UVOT
V,58488.57602,0.98498505,0.030462314,UVOT
W1,58489.23328,2.9634068,0.05653475,UVOT
U,58489.23411,2.088258,0.047342773,UVOT
B,58489.23469,1.2700908,0.030258952,UVOT
HX,58489.23601,0.872538,0.053912,XRT
SX,58489.23601,0.438037,0.03832,XRT
W2,58489.23606,4.1128942,0.06293828,UVOT
V,58489.23742,1.0682206,0.032913122,UVOT
M2,58489.23853,3.5909677,0.0686439,UVOT
W1,58490.22662,2.9442926,0.05510399,UVOT
U,58490.2275,2.0319436,0.045060443,UVOT
B,58490.22812,1.2431522,0.02897375,UVOT
HX,58490.22953,0.716537,0.047546,XRT
SX,58490.22953,0.337991,0.032735,XRT
W2,58490.22956,4.2697362,0.0637146,UVOT
V,58490.231,1.04453376,0.031530005,UVOT
M2,58490.23221,3.526221,0.065630527,UVOT
W1,58491.68569,2.974915,0.05847808,UVOT
U,58491.68647,2.2064663,0.05110994,UVOT
B,58491.68701,1.25848005,0.030931277,UVOT
HX,58491.68827,0.640957,0.048758,XRT
SX,58491.68827,0.398679,0.038629,XRT
W2,58491.68829,4.1367402,0.064575833,UVOT
V,58491.68957,1.0195324,0.032904819,UVOT
M2,58491.69064,3.4690634,0.06767331,UVOT
W1,58493.28253,3.00252,0.054082027,UVOT
U,58493.28348,2.0925688,0.04485662,UVOT
B,58493.28414,1.23049366,0.027767693,UVOT
HX,58493.28559,0.693955,0.04699,XRT
SX,58493.28559,0.415619,0.036355,XRT
W2,58493.28573,4.19031,0.061008316,UVOT
V,58493.28729,1.0206589,0.029970728,UVOT
M2,58493.28849,3.5275026,0.06636007,UVOT
W1,58494.41031,2.9336857,0.05279143,UVOT
U,58494.41128,2.0985899,0.044650405,UVOT
B,58494.41195,1.2633219,0.028122857,UVOT
HX,58494.41336,0.710356,0.050366,XRT
SX,58494.41336,0.427693,0.038923,XRT
W2,58494.41356,4.1943557,0.060660355,UVOT
V,58494.41516,1.00356455,0.029439977,UVOT
M2,58494.41631,3.4629505,0.066972693,UVOT
W1,58495.33494,3.0263993,0.060045504,UVOT
U,58495.3357,2.1794292,0.051051835,UVOT
B,58495.33622,1.2190892,0.030575616,UVOT
W2,58495.33746,4.1305626,0.06537867,UVOT
HX,58495.33756,0.807885,0.089436,XRT
SX,58495.33756,0.484398,0.069311,XRT
V,58495.33868,1.0483665,0.033825284,UVOT
M2,58495.33985,3.5646816,0.066058824,UVOT
U,58496.99099,2.167125,0.049508647,UVOT
B,58496.99155,1.2844903,0.031098373,UVOT
W2,58496.99288,4.176228,0.064310643,UVOT
HX,58496.99294,0.716975,0.049137,XRT
SX,58496.99294,0.351129,0.034342,XRT
V,58496.9942,1.01464366,0.03224847,UVOT
M2,58496.99539,3.573004,0.06601141,UVOT
U,58497.32918,2.1364834,0.045095934,UVOT
B,58497.32986,1.2489909,0.027714577,UVOT
HX,58497.33133,0.813503,0.089401,XRT
SX,58497.33133,0.286973,0.053251,XRT
W2,58497.3315,4.1442086,0.05993655,UVOT
V,58497.33311,1.0092414,0.029321295,UVOT
W1,58498.19528,3.137573,0.054313817,UVOT
U,58498.19632,2.1130528,0.043760684,UVOT
B,58498.19703,1.2608227,0.02728913,UVOT
HX,58498.19853,0.696,0.075712,XRT
SX,58498.19853,0.396226,0.057059,XRT
W2,58498.19874,4.2093916,0.05983808,UVOT
V,58498.20043,1.03763815,0.029207086,UVOT
M2,58498.20167,3.633827,0.06756912,UVOT
W1,58499.04555,3.200425,0.059628213,UVOT
U,58499.0464,2.2099986,0.0496804,UVOT
B,58499.04699,1.317324,0.031348883,UVOT
HX,58499.04839,0.840154,0.054363,XRT
SX,58499.04839,0.406705,0.037797,XRT
W2,58499.0484,4.4813064,0.06677217,UVOT
V,58499.04979,1.0362928,0.032220284,UVOT
M2,58499.05097,3.7679624,0.06920173,UVOT
W1,58500.24374,3.211026,0.058571746,UVOT
U,58500.24463,2.2649747,0.04947689,UVOT
B,58500.24526,1.2731997,0.029551775,UVOT
W2,58500.24673,4.5946198,0.067058815,UVOT
HX,58500.24676,0.861555,0.058209,XRT
SX,58500.24676,0.405784,0.03995,XRT
V,58500.24819,1.10019085,0.03242267,UVOT
M2,58500.24949,3.9892565,0.06962808,UVOT
W1,58501.11434,3.2502748,0.05299539,UVOT
U,58501.11554,2.184823,0.042762723,UVOT
B,58501.11635,1.3087325,0.026474007,UVOT
HX,58501.1175,0.85935,0.077208,XRT
SX,58501.1175,0.367899,0.050491,XRT
W2,58501.11833,4.7443843,0.06310281,UVOT
V,58501.1203,1.0384665,0.027376367,UVOT
M2,58501.12135,3.9923648,0.08115005,UVOT
W1,58502.37467,3.3695977,0.060194947,UVOT
U,58502.37558,2.2414106,0.048586556,UVOT
B,58502.37621,1.396575,0.031403416,UVOT
HX,58502.37751,0.896263,0.06144,XRT
SX,58502.37751,0.421531,0.042195,XRT
W2,58502.37773,4.843114,0.069465124,UVOT
V,58502.37922,1.117509,0.03239308,UVOT
M2,58502.38029,4.1369702,0.07913996,UVOT
W1,58503.10501,3.4707832,0.060496057,UVOT
U,58503.10597,2.3027885,0.0487082,UVOT
B,58503.10664,1.3290123,0.029429265,UVOT
HX,58503.10793,0.846044,0.052229,XRT
SX,58503.10793,0.424255,0.036911,XRT
W2,58503.10823,4.8845415,0.06882802,UVOT
V,58503.10981,1.0781193,0.0308386,UVOT
M2,58503.11086,4.130048,0.079817773,UVOT
W1,58504.76754,3.435238,0.063261296,UVOT
U,58504.76837,2.3416932,0.052621805,UVOT
B,58504.76894,1.3935588,0.032645264,UVOT
HX,58504.77015,0.930843,0.080807,XRT
SX,58504.77015,0.500108,0.059375,XRT
W2,58504.77032,4.9077906,0.072241656,UVOT
V,58504.77168,1.1258168,0.034077747,UVOT
M2,58504.77268,4.1435744,0.08041954,UVOT
W1,58505.02922,3.4467024,0.059222294,UVOT
U,58505.03022,2.2848404,0.04779526,UVOT
B,58505.03091,1.3133359,0.029055893,UVOT
HX,58505.03253,1.099282,0.056109,XRT
SX,58505.03253,0.460671,0.03645,XRT
W2,58505.03256,5.0015266,0.069412656,UVOT
V,58505.0342,1.0728812,0.030426707,UVOT
M2,58505.03556,4.1550995,0.07092882,UVOT
W1,58506.94576,3.4962454,0.06487458,UVOT
U,58506.94658,2.4468768,0.055820747,UVOT
B,58506.94714,1.3138964,0.032225713,UVOT
W2,58506.94848,5.0788444,0.0748188,UVOT
HX,58506.9485,0.870575,0.055102,XRT
SX,58506.9485,0.331681,0.034048,XRT
V,58506.9498,1.10492865,0.034366167,UVOT
M2,58506.95097,4.308075,0.076378316,UVOT
W1,58507.80978,3.4823662,0.062151376,UVOT
U,58507.81067,2.3919785,0.052447454,UVOT
B,58507.81129,1.3538445,0.03160239,UVOT
HX,58507.81276,0.790415,0.050716,XRT
SX,58507.81276,0.450968,0.038335,XRT
W2,58507.81278,4.966014,0.07114697,UVOT
V,58507.81425,1.08037214,0.032915962,UVOT
M2,58507.8155,4.1621817,0.07286788,UVOT
W1,58508.3385,3.562734,0.06426178,UVOT
U,58508.33937,2.4267567,0.054187715,UVOT
B,58508.33996,1.340091,0.032102946,UVOT
HX,58508.34138,0.815729,0.071771,XRT
SX,58508.34138,0.429329,0.052094,XRT
W2,58508.34139,5.0003723,0.072428977,UVOT
V,58508.34281,1.1221031,0.033998076,UVOT
M2,58508.34401,4.2593604,0.07528186,UVOT
W1,58509.27399,3.518156,0.062343795,UVOT
U,58509.27491,2.3513192,0.05136633,UVOT
B,58509.27554,1.2875587,0.03062809,UVOT
HX,58509.27681,0.894978,0.071223,XRT
SX,58509.27681,0.374993,0.046197,XRT
W2,58509.27705,5.0546522,0.071960346,UVOT
V,58509.27854,1.08855795,0.032996817,UVOT
M2,58509.27959,4.2541894,0.080839194,UVOT
U,58510.26672,2.4590486,0.05683847,UVOT
B,58510.26727,1.3418181,0.033571865,UVOT
W2,58510.26857,4.9340886,0.07369511,UVOT
HX,58510.26867,0.879613,0.05634,XRT
SX,58510.26867,0.479094,0.041589,XRT
V,58510.26986,1.0649102,0.03496493,UVOT
M2,58510.27106,4.269006,0.07441168,UVOT
W1,58511.19712,3.5520754,0.069590326,UVOT
U,58511.19783,2.441864,0.0596984,UVOT
B,58511.19832,1.305025,0.035571024,UVOT
W2,58511.19948,5.0625492,0.07850075,UVOT
HX,58511.19957,0.684713,0.051756,XRT
SX,58511.19957,0.429204,0.040915,XRT
V,58511.20062,1.0981244,0.038180383,UVOT
M2,58511.20171,4.3417164,0.078134517,UVOT
W1,58512.20052,3.5479855,0.06319305,UVOT
U,58512.20143,2.3385138,0.05135425,UVOT
B,58512.20204,1.4172977,0.032703217,UVOT
HX,58512.20328,0.866232,0.056343,XRT
SX,58512.20328,0.334468,0.035043,XRT
W2,58512.20352,5.1113773,0.07304052,UVOT
V,58512.20499,1.1442367,0.033659956,UVOT
M2,58512.20601,4.186188,0.081005684,UVOT
W1,58513.92824,3.550136,0.06607269,UVOT
HX,58513.93072,0.889195,0.058153,XRT
SX,58513.93072,0.410202,0.039452,XRT
M2,58513.93317,4.370101,0.08728579,UVOT
W1,58514.98977,3.607422,0.06608835,UVOT
U,58514.9906,2.485604,0.05630529,UVOT
B,58514.99117,1.40140695,0.033856434,UVOT
HX,58514.99238,0.91816,0.066474,XRT
SX,58514.99238,0.415738,0.044738,XRT
W2,58514.99254,5.4142485,0.078406076,UVOT
V,58514.9939,1.14723455,0.035187255,UVOT
M2,58514.9949,4.6457355,0.087344095,UVOT
W1,58515.38878,3.6901444,0.06867217,UVOT
U,58515.38956,2.576469,0.05927465,UVOT
B,58515.39011,1.40099495,0.034554558,UVOT
HX,58515.3912,0.748822,0.056291,XRT
SX,58515.3912,0.370639,0.039419,XRT
W2,58515.39141,5.1394727,0.076364,UVOT
V,58515.3927,1.1168655,0.035312637,UVOT
M2,58515.3936,4.4779867,0.08931442,UVOT
W1,58516.5863,3.7260115,0.070721703,UVOT
U,58516.58704,2.575644,0.060730425,UVOT
B,58516.58755,1.4905398,0.03690916,UVOT
HX,58516.58859,0.882136,0.059908,XRT
SX,58516.58859,0.437481,0.04229,XRT
W2,58516.58877,5.4750543,0.082065973,UVOT
V,58516.58998,1.1408959,0.036427316,UVOT
M2,58516.59084,4.7073056,0.09384862,UVOT
W1,58517.51708,3.7339018,0.0672604,UVOT
U,58517.51793,2.561133,0.05707338,UVOT
B,58517.51851,1.4456372,0.033850867,UVOT
HX,58517.51956,0.985916,0.060307,XRT
SX,58517.51956,0.408605,0.038764,XRT
W2,58517.5199,5.6325296,0.08053069,UVOT
V,58517.52128,1.1813445,0.034902927,UVOT
M2,58517.52213,4.6319028,0.0955977,UVOT
W1,58519.44339,3.8445423,0.068508835,UVOT
U,58519.44424,2.6499934,0.058937294,UVOT
B,58519.44482,1.4821798,0.034421497,UVOT
HX,58519.44591,0.748237,0.052706,XRT
SX,58519.44591,0.434519,0.040174,XRT
W2,58519.44622,5.82398,0.08264014,UVOT
V,58519.44761,1.173247,0.034679707,UVOT
M2,58519.44849,4.8039348,0.0960008,UVOT
B,58520.64584,1.5436318,0.03330367,UVOT
HX,58520.64734,0.837206,0.050271,XRT
SX,58520.64734,0.33188,0.031691,XRT
W2,58520.64741,5.690911,0.07851855,UVOT
V,58520.64896,1.179083,0.03306267,UVOT
M2,58520.65022,4.679047,0.07965823,UVOT
W1,58521.56719,4.0003774,0.07748506,UVOT
U,58521.56787,2.6206864,0.064435014,UVOT
B,58521.56834,1.5691494,0.0402442,UVOT
W2,58521.56945,6.0638486,0.09187065,UVOT
HX,58521.56968,1.012724,0.061417,XRT
SX,58521.56968,0.402849,0.039017,XRT
V,58521.57055,1.0831832,0.037153396,UVOT
M2,58521.57174,4.9032206,0.082072834,UVOT
W1,58522.50616,4.0641166,0.066869265,UVOT
B,58522.50789,1.574952,0.032837686,UVOT
HX,58522.50953,1.2592,0.07553,XRT
SX,58522.50953,0.505839,0.047983,XRT
W2,58522.50958,6.058359,0.080942447,UVOT
V,58522.51126,1.1929885,0.032283668,UVOT
M2,58522.51264,5.0245798,0.081747473,UVOT
W1,58523.50378,4.2092435,0.07585397,UVOT
U,58523.50457,2.8179782,0.063888434,UVOT
B,58523.50512,1.64046,0.037871126,UVOT
HX,58523.50634,0.991873,0.062544,XRT
SX,58523.50634,0.418303,0.040609,XRT
W2,58523.50643,6.460544,0.0920812,UVOT
V,58523.50773,1.1797147,0.035899133,UVOT
M2,58523.50876,5.1095484,0.09244437,UVOT
HX,58524.95682,1.223954,0.086716,XRT
SX,58524.95682,0.447556,0.052641,XRT
W1,58525.61904,4.2430513,0.07446441,UVOT
U,58525.61989,2.832808,0.062942754,UVOT
B,58525.62047,1.5645468,0.035970173,UVOT
HX,58525.62159,1.169326,0.068187,XRT
SX,58525.62159,0.501183,0.044631,XRT
W2,58525.62187,6.67617,0.09293625,UVOT
V,58525.62325,1.179048,0.034984798,UVOT
M2,58525.62415,5.438164,0.10327712,UVOT
U,58527.75175,2.7976722,0.065309226,UVOT
B,58527.75227,1.6194055,0.038686268,UVOT
W2,58527.75349,6.74117,0.09775025,UVOT
HX,58527.75358,1.253115,0.103265,XRT
SX,58527.75358,0.483371,0.064373,XRT
V,58527.75469,1.2576784,0.038695337,UVOT
W1,58528.27153,4.4512456,0.073990763,UVOT
U,58528.27249,2.949608,0.06281197,UVOT
B,58528.27314,1.5495378,0.034446514,UVOT
HX,58528.27453,0.986885,0.079945,XRT
SX,58528.27453,0.577938,0.061307,XRT
W2,58528.27474,6.672544,0.08964972,UVOT
V,58528.2763,1.1880932,0.033808764,UVOT
M2,58528.27744,5.4434464,0.09389319,UVOT
W1,58529.14633,4.3751894,0.07046291,UVOT
U,58529.14739,2.9242806,0.059230796,UVOT
B,58529.14811,1.671409,0.034046632,UVOT
HX,58529.14973,1.024087,0.076843,XRT
SX,58529.14973,0.321654,0.043241,XRT
W2,58529.14985,6.501819,0.08544793,UVOT
V,58529.15158,1.2298149,0.032503333,UVOT
M2,58529.15294,5.4951903,0.088313916,UVOT
W1,58530.33658,4.264575,0.0731217,UVOT
U,58530.33748,2.9077255,0.062886966,UVOT
B,58530.3381,1.6514098,0.036261163,UVOT
HX,58530.33938,0.990478,0.076162,XRT
SX,58530.33938,0.472374,0.052651,XRT
W2,58530.33959,6.6429386,0.09083035,UVOT
V,58530.34106,1.2286116,0.034874798,UVOT
M2,58530.3421,5.6612785,0.10034762,UVOT
W1,58531.46271,4.418501,0.07831891,UVOT
U,58531.46352,2.7941867,0.06306341,UVOT
B,58531.46408,1.5759534,0.036686725,UVOT
HX,58531.46531,1.147023,0.09189,XRT
SX,58531.46531,0.484759,0.059849,XRT
W2,58531.46543,6.872763,0.0964794,UVOT
V,58531.46675,1.2706654,0.037575642,UVOT
M2,58531.46778,5.408854,0.09623207,UVOT
W1,58532.33099,4.2957713,0.0746694,UVOT
U,58532.33185,2.7877592,0.061152317,UVOT
B,58532.33245,1.6347458,0.036545139,UVOT
HX,58532.3338,1.116002,0.069712,XRT
SX,58532.3338,0.507668,0.047078,XRT
W2,58532.33387,6.6700294,0.09243902,UVOT
V,58532.33528,1.2619172,0.036171155,UVOT
M2,58532.33643,5.4114977,0.09213726,UVOT
HX,58533.05508,0.98055,0.069939,XRT
SX,58533.05508,0.510055,0.050527,XRT
V,58533.05635,1.2058935,0.035528776,UVOT
